personalid,ESNights,ES,TransitionalHousing,PH,StreetOutReach,ServicesOnly,Other,SafeHaven,PH-NoDis,HomelessPrev,PHRapid,CoordinatedAsses,Usage Cluster
984011,,,,,1.0,,,,,,,,Very Low Use
984012,97.0,1.0,,,,,,,,,,1.0,Medium Use
984013,97.0,1.0,,,,,,,,,,1.0,Medium Use
984014,97.0,1.0,,,,,,,,,,1.0,Medium Use
984015,97.0,1.0,,,,,,,,,,1.0,Medium Use
984016,97.0,1.0,,,,,,,,,,1.0,Medium Use
984017,,,,,,,,,,,,1.0,Very Low Use
984018,,,,,,,,,,,,2.0,Very Low Use
984019,97.0,1.0,,,1.0,,1.0,,,,,1.0,Medium Use
984020,,,,,,,1.0,,,,,,Very Low Use
984021,,,,,,,1.0,,,,,,Very Low Use
984022,,,,,,,1.0,,,,,,Very Low Use
984023,,,,,,,1.0,,,,,,Very Low Use
984024,,,,,,,,,,,,1.0,Very Low Use
984025,,,,,,,,,,,,1.0,Very Low Use
984026,,,,,2.0,,1.0,,,,,,Very Low Use
984027,,,,,1.0,,,,,,1.0,3.0,Very Low Use
984028,,,,,1.0,,,,,,1.0,3.0,Very Low Use
984029,,,,,1.0,,,,,,1.0,3.0,Very Low Use
984030,,,,,,,1.0,,,,,,Very Low Use
984032,,,,,,,,,,,,1.0,Very Low Use
984034,,,,,,,1.0,,,,,,Very Low Use
984035,,,,,,,1.0,,,,,,Very Low Use
984036,,,,,,,1.0,,,,,,Very Low Use
984037,,,,,,,1.0,,,,,,Very Low Use
984038,,,,,1.0,,1.0,,,,,,Very Low Use
984039,,,,,,,1.0,,,,,,Very Low Use
984040,,,,,,,,,,,1.0,,Very Low Use
984041,,,,,,,1.0,,,,,,Very Low Use
984042,,,,,,,,,,,,1.0,Very Low Use
984043,,,,,,,1.0,,,,,,Very Low Use
984044,,,,,,,1.0,,,,,,Very Low Use
984045,,,,,,,1.0,,,,,,Very Low Use
984046,,,,,,,,,,,1.0,,Very Low Use
984047,,,,,,,,,,,,1.0,Very Low Use
984048,,,,,,,,,,,,1.0,Very Low Use
984049,,,,,,,1.0,,,,,,Very Low Use
984050,,,,,,,,,,,,1.0,Very Low Use
984051,,,,,,,,,,,,1.0,Very Low Use
984052,,,,,,,1.0,,,,,,Very Low Use
984053,,,,,,,1.0,,,,,,Very Low Use
984054,,,,,,,,,,,1.0,,Very Low Use
984055,,,,,,,,,,,1.0,,Very Low Use
984056,,,,,,,,,,,1.0,,Very Low Use
984057,,,,,,,,,,,,1.0,Very Low Use
984058,35.0,1.0,,,,,,,,,,,Low Use
984059,105.0,1.0,,,1.0,1.0,,,,,,2.0,Medium Use
984060,,,,,,,1.0,,,,,,Very Low Use
984061,,,,,,,1.0,,,,,,Very Low Use
984062,,,,,,,1.0,,,,,,Very Low Use
984063,,,,,,,1.0,,,,,,Very Low Use
984066,,,,,,,1.0,,,,,,Very Low Use
984068,,,,,,1.0,,,,,,,Very Low Use
984069,19.0,2.0,,,,,,,,,1.0,2.0,Very Low Use
984070,,,,,,,,,,,,1.0,Very Low Use
984071,,,,,,,,,,,,1.0,Very Low Use
984072,139.0,3.0,,,1.0,,,,,,,1.0,Medium Use
984073,,,,,,,,,,,,1.0,Very Low Use
984074,36.0,3.0,,,,,,,,,,2.0,Low Use
984075,,,,,,,,,,,,1.0,Very Low Use
984076,20.0,2.0,,,,,,,,,,1.0,Very Low Use
984077,,,,1.0,,,,,,,,,Very Low Use
984078,,,,,1.0,,,,,,,,Very Low Use
984079,,,,1.0,,,,,,,,,Very Low Use
984080,,,,,1.0,,,,,,,,Very Low Use
984081,32.0,2.0,,,,,,,,,,2.0,Low Use
984082,,,,,1.0,,,,,,,,Very Low Use
984083,,,,,,,,,,,,1.0,Very Low Use
984084,,,,,,,,,,,,1.0,Very Low Use
984085,,,,,,1.0,,,,,,,Very Low Use
984086,1.0,1.0,,,,,,,,,,,Very Low Use
984087,,,,,1.0,,,,,,,,Very Low Use
984088,,,,,1.0,,,,,,,,Very Low Use
984089,,,1.0,,,,,,,,,,Very Low Use
984090,,,,,,,,,,,,1.0,Very Low Use
984091,,,,,,,,,,,,1.0,Very Low Use
984092,,,,,,,,,,,,1.0,Very Low Use
984093,,,,,,,,,,,,1.0,Very Low Use
984094,,,,,,,,1.0,,,1.0,1.0,Very Low Use
984095,,,1.0,,,,,,,,,,Very Low Use
984096,,,1.0,,,,,,,,,,Very Low Use
984097,,,,1.0,,,,,,,,,Very Low Use
984098,,,,,,,,,,,,1.0,Very Low Use
984099,,,,,,,,,,,,1.0,Very Low Use
984100,,,,,,,,,,,,1.0,Very Low Use
984101,22.0,6.0,1.0,,,1.0,2.0,,,,,2.0,Low Use
984106,,,,,,,1.0,,,,,,Very Low Use
984107,,,,,,,1.0,,,,,,Very Low Use
984110,,,,,,,,,,,,1.0,Very Low Use
984111,,,,,1.0,,,,,,,3.0,Very Low Use
984112,20.0,3.0,,,,,1.0,,,,,1.0,Very Low Use
984113,14.0,1.0,,,,,,,,,,1.0,Very Low Use
984114,3.0,1.0,,,,,,,,,1.0,,Very Low Use
984115,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984116,6.0,2.0,,,1.0,,3.0,,,,,1.0,Very Low Use
984117,6.0,1.0,,,,,,,,,,1.0,Very Low Use
984119,,,,,1.0,,,,,,,,Very Low Use
984121,,,,,1.0,,,,,,,,Very Low Use
984122,75.0,2.0,,,1.0,1.0,2.0,,,,,1.0,Low Use
984123,,,,,,,2.0,,,,,,Very Low Use
984124,,,,,,,1.0,,,,,,Very Low Use
984125,,,,,,,,,,,1.0,1.0,Very Low Use
984126,,,,,,,1.0,,,,,,Very Low Use
984127,,,,,,,,,,,,1.0,Very Low Use
984128,,,,,,,,,,,,1.0,Very Low Use
984129,,,,,,,,,,,,1.0,Very Low Use
984130,2.0,1.0,,,,,,,,,,1.0,Very Low Use
984131,,,,,1.0,,,,,,,,Very Low Use
984132,,,,,,,,,,,,1.0,Very Low Use
984133,,,,,2.0,,,,,,,,Very Low Use
984134,,,,,,,,,,,,1.0,Very Low Use
984135,,,,,,,1.0,,,,,1.0,Very Low Use
984136,,,,,,,1.0,,,,,,Very Low Use
984137,29.0,1.0,,,,,,,,,,1.0,Low Use
984138,135.0,1.0,,,1.0,,,,,,1.0,1.0,Medium Use
984139,,,,,,,1.0,,,,,,Very Low Use
984140,,,,,,,,,,,,1.0,Very Low Use
984141,,,,,,,1.0,,,,,,Very Low Use
984142,,,,,,,1.0,,,,,,Very Low Use
984143,,,,,,,1.0,,,,,,Very Low Use
984144,,,,,,,,,,,,1.0,Very Low Use
984145,3.0,1.0,,,,,,,,,,,Very Low Use
984146,3.0,1.0,,,,,,,,,,,Very Low Use
984147,,,1.0,,,,,,,,,1.0,Very Low Use
984148,,,,,,,1.0,,,,,,Very Low Use
984150,,,,,,,,,,,1.0,1.0,Very Low Use
984151,95.0,3.0,,,,,,,,,,,Medium Use
984152,,,,,,,,,,,1.0,1.0,Very Low Use
984153,,,,,,,,,,,,1.0,Very Low Use
984154,135.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Medium Use
984155,,,,,,,,,,,,1.0,Very Low Use
984156,46.0,4.0,1.0,,,,,,,,,1.0,Low Use
984157,,,,,,,,,,,,1.0,Very Low Use
984158,,,,,,,,,,,,1.0,Very Low Use
984159,,,,,,,,,,,,1.0,Very Low Use
984160,,,,,,,,,,,,1.0,Very Low Use
984161,36.0,1.0,,,,,,,,,,,Low Use
984162,,,,,1.0,,,,,,,,Very Low Use
984163,124.0,1.0,,,2.0,,,,,,,2.0,Medium Use
984164,2.0,2.0,,,,,2.0,,,,,2.0,Very Low Use
984165,13.0,1.0,,,,,,,,,,,Very Low Use
984166,1.0,1.0,,,,,,,,,,,Very Low Use
984167,,,,,,,,,,,,1.0,Very Low Use
984168,,,,,,,1.0,,,,,2.0,Very Low Use
984169,1.0,1.0,,,,,,,,,,,Very Low Use
984170,11.0,1.0,,,,,,,,,,,Very Low Use
984171,,,,,1.0,,,,,,,1.0,Very Low Use
984173,,,,,,,,,,,,1.0,Very Low Use
984174,,,,,,,,,,,,1.0,Very Low Use
984175,,,,,,,,,,,,1.0,Very Low Use
984176,,,,,,,,,,,,1.0,Very Low Use
984177,,,,,,,1.0,,,,,,Very Low Use
984178,60.0,1.0,,,,,,,,,,1.0,Low Use
984179,,,,,,,,,,,,1.0,Very Low Use
984180,,,,,,,1.0,,,,,,Very Low Use
984181,163.0,3.0,,,1.0,1.0,1.0,,,,,2.0,High Use
984182,,,,,,,1.0,,,,,,Very Low Use
984186,,,,,1.0,,,,,,,,Very Low Use
984187,,,,,,,,,,,,1.0,Very Low Use
984188,,,,,,,,,,,,1.0,Very Low Use
984189,,,,,3.0,,,,,,,,Very Low Use
984190,,,,,,,,,,,,1.0,Very Low Use
984191,,,,,,,,,,,,1.0,Very Low Use
984192,,,,,,,,,,,,1.0,Very Low Use
984193,,,,,,,,,,,,1.0,Very Low Use
984194,,,,,,,,,,,,1.0,Very Low Use
984195,,,,,,,,,,,,1.0,Very Low Use
984197,,,,,,,1.0,,,,,,Very Low Use
984198,,,,,,,1.0,,,,,,Very Low Use
984199,2.0,2.0,,,,,3.0,,,,,1.0,Very Low Use
984200,69.0,1.0,,,,,,,,,,1.0,Low Use
984201,28.0,5.0,,,1.0,,,,,,,1.0,Low Use
984202,,,,,,,1.0,,,,,,Very Low Use
984203,,,,,,,3.0,,,,,1.0,Very Low Use
984204,,,,,,,1.0,,,,,1.0,Very Low Use
984205,,,,,,,1.0,,,,,1.0,Very Low Use
984206,,,,,,,1.0,,,,,1.0,Very Low Use
984207,,,,,,,1.0,,,,,,Very Low Use
984208,80.0,1.0,,,,,1.0,,,,,2.0,Low Use
984209,80.0,1.0,,,,,,,,,,2.0,Low Use
984210,,,,,,,,,,,1.0,,Very Low Use
984211,,,,,,,1.0,,,,,1.0,Very Low Use
984212,,,,,,,1.0,,,,,1.0,Very Low Use
984213,,,,,,,1.0,,,,,1.0,Very Low Use
984214,,,,,1.0,,,,,,,,Very Low Use
984215,,,,,,,1.0,,,,,1.0,Very Low Use
984216,13.0,1.0,,,,,,,,,,1.0,Very Low Use
984217,,,,,,,,,,,1.0,,Very Low Use
984218,2.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
984219,,,,,,,,,,,,1.0,Very Low Use
984220,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984221,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984222,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984223,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984224,,,,,,,,,,,,2.0,Very Low Use
984225,,,,,,,,,,,,1.0,Very Low Use
984226,1.0,1.0,,,1.0,,1.0,,,,,1.0,Very Low Use
984227,,,,,,,2.0,,,,,1.0,Very Low Use
984228,,,,,1.0,,,,,,,,Very Low Use
984230,,,,,1.0,,,,,,,,Very Low Use
984231,174.0,2.0,,,,1.0,,,,,,1.0,High Use
984233,12.0,1.0,,,,,,,,,,,Very Low Use
984234,,,,,,,,,,,,1.0,Very Low Use
984235,,,1.0,,,,1.0,,,,,1.0,Very Low Use
984236,,,,,,,,,,,,1.0,Very Low Use
984237,,,,,,,,,,,,1.0,Very Low Use
984238,,,,,,,,,,,,1.0,Very Low Use
984239,,,,,,,2.0,,,,,1.0,Very Low Use
984240,,,,,,,,,,,,1.0,Very Low Use
984241,,,,,,,1.0,,,,,1.0,Very Low Use
984242,,,,,,,,,,,,1.0,Very Low Use
984243,,,,,,,,,,,,1.0,Very Low Use
984244,,,,,,,,,,,,1.0,Very Low Use
984245,,,,,,,1.0,,,,,1.0,Very Low Use
984246,101.0,1.0,,,,,,,,,,1.0,Medium Use
984247,,,,,1.0,,,,,,,1.0,Very Low Use
984248,,,,,1.0,,,,,,,,Very Low Use
984249,,,,,1.0,,,,,,,1.0,Very Low Use
984250,,,,,,,1.0,,,,,,Very Low Use
984251,,,,,1.0,1.0,,,,,,1.0,Very Low Use
984252,2.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
984253,107.0,1.0,,,,,,,,,,1.0,Medium Use
984254,,,,,,1.0,,,,,,1.0,Very Low Use
984255,,,,,1.0,1.0,,,,,,1.0,Very Low Use
984256,,,,,,,1.0,,,,,,Very Low Use
984258,,,,,1.0,,,,,,,,Very Low Use
984259,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984260,,,,,,,,,,,,2.0,Very Low Use
984261,,,,,,,2.0,,,,,,Very Low Use
984262,,,,,,,,,,,,1.0,Very Low Use
984263,,,,,,,,,,,,2.0,Very Low Use
984264,,,,,,,,,,,,2.0,Very Low Use
984265,,,,,,,1.0,,,,,,Very Low Use
984266,,,,,,,1.0,,,,,,Very Low Use
984268,8.0,1.0,,,,,,,,,,1.0,Very Low Use
984270,,,,,,,,,,,,1.0,Very Low Use
984271,29.0,1.0,,,,,,,,,,1.0,Low Use
984272,,,,,,,,,,,,1.0,Very Low Use
984273,,,,,,,,,,,,1.0,Very Low Use
984274,,,,,,,,,,,,1.0,Very Low Use
984275,,,,,,,,,,,,1.0,Very Low Use
984276,,,,,,,,,,,,1.0,Very Low Use
984277,,,,,,,,,,,,1.0,Very Low Use
984278,,,,,,,,,,,,1.0,Very Low Use
984279,,,,,,,,,,,,1.0,Very Low Use
984280,,,,,1.0,,,,,,,,Very Low Use
984281,,,,,,,,,,,,1.0,Very Low Use
984283,,,,,,,,,,,,1.0,Very Low Use
984284,,,,,,,,,,,,1.0,Very Low Use
984285,,,,,,,,,,,,1.0,Very Low Use
984286,60.0,1.0,,,,,1.0,,,,,1.0,Low Use
984287,20.0,1.0,,,,,,,,,,,Very Low Use
984288,,,,,,,,,,,,1.0,Very Low Use
984289,,,,,,,,,,,,2.0,Very Low Use
984290,195.0,1.0,,,,,,,,,,,High Use
984292,17.0,1.0,,,,,,,,,,1.0,Very Low Use
984293,112.0,1.0,,,,,,,,,1.0,2.0,Medium Use
984294,17.0,1.0,,,,,,,,,,1.0,Very Low Use
984295,,,,,1.0,,,,,,,,Very Low Use
984296,,,,,,,,,,,,1.0,Very Low Use
984297,,,,,,,,,,,,1.0,Very Low Use
984298,,,,,,1.0,,,,,,,Very Low Use
984299,,,,,,,2.0,,,,,,Very Low Use
984300,,,,,,,2.0,,,,,,Very Low Use
984301,,,,,,,,,,,,2.0,Very Low Use
984305,,,,,,,,,,,,1.0,Very Low Use
984306,,,,,,,,,,,,1.0,Very Low Use
984307,,,,,1.0,,,,,,,1.0,Very Low Use
984308,17.0,4.0,,,,,1.0,,,,,2.0,Very Low Use
984309,6.0,1.0,,,,,2.0,,,,,2.0,Very Low Use
984310,,,,,1.0,,,,,,,,Very Low Use
984311,,,,,1.0,,,,,,,,Very Low Use
984312,,,,,1.0,,,,,,,,Very Low Use
984313,,,,,1.0,,,,,,,,Very Low Use
984314,,,,,,,1.0,,,,,1.0,Very Low Use
984316,,,,,,,1.0,,,,,,Very Low Use
984317,,,,,,,1.0,,,,,,Very Low Use
984318,,,,,,,,,,,,1.0,Very Low Use
984319,,,,,,,2.0,,,,,1.0,Very Low Use
984320,,,,,,,,,,,,1.0,Very Low Use
984321,,,,,1.0,,,,,,,1.0,Very Low Use
984322,,,,,2.0,,,,,,,,Very Low Use
984323,,,,,1.0,,,,,,,1.0,Very Low Use
984324,,,,,1.0,,,,,,,1.0,Very Low Use
984325,,,,,1.0,,,,,,,1.0,Very Low Use
984326,,,,,1.0,,1.0,,,,,1.0,Very Low Use
984327,,,,,,,,,,,,1.0,Very Low Use
984328,,,,,,,,,,,,1.0,Very Low Use
984329,,,,,,,,,,,,1.0,Very Low Use
984330,,,,,,,,,,,,1.0,Very Low Use
984331,,,,,,,1.0,,,,,,Very Low Use
984332,,,,,,,,,,,,1.0,Very Low Use
984333,,,,,,,1.0,,,,,1.0,Very Low Use
984334,,,,,,,1.0,,,,,1.0,Very Low Use
984335,,,,,,,1.0,,,,,1.0,Very Low Use
984336,,,,,,,1.0,,,,,1.0,Very Low Use
984338,,,,,,,,,,,,1.0,Very Low Use
984339,,,,,,1.0,,,,1.0,,,Very Low Use
984340,,,,,,,,,,,,1.0,Very Low Use
984341,,,,,,,,,,,,1.0,Very Low Use
984342,123.0,2.0,,,,,,,,,,1.0,Medium Use
984344,,,,,,,,,,,,1.0,Very Low Use
984345,,,,,,,,,,,,1.0,Very Low Use
984346,,,,,,,,,,,,1.0,Very Low Use
984347,,,,,,,,,,,,1.0,Very Low Use
984348,5.0,2.0,,,1.0,,1.0,,,,,1.0,Very Low Use
984349,,,,,,,,,,,,1.0,Very Low Use
984350,,,,,,,,,,,,1.0,Very Low Use
984351,,,,,,,,,,,,1.0,Very Low Use
984352,,,,,,,,,,,,1.0,Very Low Use
984353,,,,,1.0,,,,,,,1.0,Very Low Use
984354,,,,,,,,,,,,1.0,Very Low Use
984355,,,,,1.0,,,,,,,1.0,Very Low Use
984356,,,,,1.0,,,,,,,1.0,Very Low Use
984357,,,,,1.0,,,,,,,1.0,Very Low Use
984358,,,,,,,1.0,,,,,1.0,Very Low Use
984359,92.0,1.0,,,,,1.0,,,,,2.0,Medium Use
984360,,,,,,,,,,,,1.0,Very Low Use
984361,155.0,1.0,,,,,,,,,1.0,1.0,Medium Use
984362,,,,,,,,,,,,1.0,Very Low Use
984363,,,,,,,,,,,,1.0,Very Low Use
984364,,,,,,,,,,,,1.0,Very Low Use
984365,8.0,1.0,,,,,,,,,,1.0,Very Low Use
984366,,,,,,,,,,,,1.0,Very Low Use
984367,,,,,1.0,,,,,,,,Very Low Use
984368,,,,,,,,,,,,1.0,Very Low Use
984369,56.0,1.0,,,,1.0,2.0,,,,,1.0,Low Use
984370,,,,,1.0,,,,,,,1.0,Very Low Use
984371,,,,,,,,,,,,1.0,Very Low Use
984372,,,,,,,,,,,,1.0,Very Low Use
984373,15.0,1.0,,,,,1.0,,,,,2.0,Very Low Use
984375,,,,,,,1.0,,,,,1.0,Very Low Use
984376,,,,,,,1.0,,,,,1.0,Very Low Use
984377,,,,,,,,,,,,1.0,Very Low Use
984378,,,,,,,,,,,,1.0,Very Low Use
984379,126.0,1.0,,,,,,,,,,1.0,Medium Use
984380,64.0,2.0,,,1.0,,3.0,,,,,2.0,Low Use
984381,,,1.0,,,,,,,,,,Very Low Use
984382,,,1.0,,,,,,,,,,Very Low Use
984383,36.0,1.0,,,,,,,,,1.0,1.0,Low Use
984384,,,,,,,1.0,,,,,,Very Low Use
984385,,,,,,,1.0,,,,,,Very Low Use
984386,,,,,,,1.0,,,,,,Very Low Use
984387,,,,,,,1.0,,,,,,Very Low Use
984388,,,,,,,,,,,,1.0,Very Low Use
984389,,,,,,,,,,,,1.0,Very Low Use
984390,,,,,1.0,,,,,,,1.0,Very Low Use
984391,,,1.0,,,,,,,,,,Very Low Use
984392,,,,,,,,,,,,1.0,Very Low Use
984394,,,,,,,,,,,,1.0,Very Low Use
984395,68.0,1.0,,,,,,,,,,2.0,Low Use
984396,,,,,1.0,,,,,,,,Very Low Use
984397,,,,,1.0,,,,,,,,Very Low Use
984399,,,,,1.0,,,,,,,,Very Low Use
984400,1.0,1.0,,,2.0,,,,,,,1.0,Very Low Use
984401,1.0,1.0,,,,,,,,,,,Very Low Use
984403,,,,,1.0,,,,,,,1.0,Very Low Use
984404,,,,,1.0,,,,,,,,Very Low Use
984405,,,,,1.0,,,,,,,,Very Low Use
984406,,,,,1.0,,,,,,,,Very Low Use
984407,,,,,1.0,,,,,,,,Very Low Use
984408,,,1.0,,1.0,,1.0,,,,,,Very Low Use
984409,,,,,,,1.0,,,,,,Very Low Use
984410,,,,,,,1.0,,,,,,Very Low Use
984411,,,,,,,,,,,,1.0,Very Low Use
984412,,,,,,,,,,,,1.0,Very Low Use
984413,,,,,,,2.0,,,,,,Very Low Use
984414,5.0,2.0,,,,,,,,,1.0,2.0,Very Low Use
984416,6.0,3.0,,,,,1.0,,,,,1.0,Very Low Use
984417,31.0,4.0,,,,,,,,,,,Low Use
984418,,,,,,,,,,,,1.0,Very Low Use
984419,,,,,,,1.0,,,,,,Very Low Use
984420,,,,,,,,,,,,1.0,Very Low Use
984421,,,,,,,,,,,,1.0,Very Low Use
984422,,,,,,,,,,,,1.0,Very Low Use
984424,,,,,,,,,,,,1.0,Very Low Use
984425,,,,,,,,,,,,1.0,Very Low Use
984426,142.0,1.0,,,,,1.0,,,,,1.0,Medium Use
984427,,,,,,,,,,,,1.0,Very Low Use
984428,,,,,,,1.0,,,,,,Very Low Use
984429,,,,,,,,,,,,1.0,Very Low Use
984430,,,,,,,,,,,,1.0,Very Low Use
984431,,,,,,,2.0,,,,,,Very Low Use
984432,,,,,,,,,,,,1.0,Very Low Use
984433,,,,,,,,,,,,1.0,Very Low Use
984434,,,,,,,,,,,,1.0,Very Low Use
984435,,,,,1.0,,,,,,,1.0,Very Low Use
984437,,,,,,,,,,,,1.0,Very Low Use
984438,,,,,,,,,,,,1.0,Very Low Use
984439,,,,,,,,,,,,1.0,Very Low Use
984440,,,,,1.0,,,,,,,1.0,Very Low Use
984441,,,,,1.0,,,,,,,1.0,Very Low Use
984442,,,,,1.0,,,,,,,1.0,Very Low Use
984443,,,,,,,1.0,,,,,,Very Low Use
984444,,,,,1.0,,,,,,,1.0,Very Low Use
984445,,,,,1.0,,,,,,,1.0,Very Low Use
984446,92.0,2.0,,,,,2.0,,,,,1.0,Medium Use
984447,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984448,,,,,1.0,,1.0,,,,,2.0,Very Low Use
984449,,,,,,,1.0,,,,,,Very Low Use
984451,,,,,,,1.0,,,,,,Very Low Use
984452,,,,,,,1.0,,,,,,Very Low Use
984453,,,,,1.0,,,,,,,,Very Low Use
984454,,,,,,,,,,,,1.0,Very Low Use
984455,,,,,,,,,,,,1.0,Very Low Use
984456,,,,,,,,,,,,1.0,Very Low Use
984457,,,,,,,,,,,,1.0,Very Low Use
984458,,,,,,,,,,,,1.0,Very Low Use
984459,,,,,1.0,,,,,,,,Very Low Use
984460,,,,,1.0,,,,,,,,Very Low Use
984461,120.0,1.0,,,,,1.0,,,,,2.0,Medium Use
984462,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984463,,,,,,,1.0,,,,,,Very Low Use
984464,,,,,,1.0,,,,,,,Very Low Use
984465,68.0,4.0,,,1.0,1.0,1.0,,,,,1.0,Low Use
984466,,,,,1.0,,,,,,,1.0,Very Low Use
984467,2.0,1.0,,,,,,,,,,1.0,Very Low Use
984468,,,,,,,2.0,,,,,,Very Low Use
984469,,,,1.0,,,,,,,,,Very Low Use
984470,,,,,,,1.0,,,,,,Very Low Use
984471,,,,,,,1.0,,,,,,Very Low Use
984472,,,,1.0,,,,,,,,,Very Low Use
984473,,,,,,,1.0,,,,,,Very Low Use
984474,,,,1.0,,,,,,,,,Very Low Use
984475,,,,,,,1.0,,,,,,Very Low Use
984476,,,,,,,1.0,,,,,,Very Low Use
984477,,,,1.0,,,,,,,,,Very Low Use
984478,,,,,,,,,,,,1.0,Very Low Use
984479,,,,,,,,,,,,1.0,Very Low Use
984480,,,,,,,1.0,,,,,,Very Low Use
984481,,,,,,,2.0,,,,,,Very Low Use
984482,,,,,1.0,,,,,,,,Very Low Use
984483,,,,,,,,,,,,1.0,Very Low Use
984484,,,,,,,2.0,,,,,,Very Low Use
984485,,,,1.0,,,,,,,,1.0,Very Low Use
984486,1.0,1.0,,,,,,,,,,1.0,Very Low Use
984487,33.0,1.0,,,,,,,,,,1.0,Low Use
984488,2.0,2.0,,,,,,,,,,1.0,Very Low Use
984489,2.0,2.0,,,,,,,,,,1.0,Very Low Use
984490,65.0,1.0,,,,,,,,,,1.0,Low Use
984493,100.0,2.0,,,,,,,,,,1.0,Medium Use
984494,82.0,8.0,,,,,,,,,,1.0,Medium Use
984495,,,,,,,,,,,,1.0,Very Low Use
984496,,,,,,,,,,,,1.0,Very Low Use
984497,,,1.0,,,,,,,,,,Very Low Use
984498,,,,,,,1.0,,,1.0,,,Very Low Use
984500,,,,,,,,,,,,1.0,Very Low Use
984501,,,,,1.0,,,,,,1.0,1.0,Very Low Use
984502,116.0,1.0,,,,,,,,,,,Medium Use
984503,,,,,1.0,,,,,,,,Very Low Use
984504,,,,,,,,,,,,1.0,Very Low Use
984505,,,,,,,1.0,,,,1.0,,Very Low Use
984506,,,,,1.0,,,,,,,1.0,Very Low Use
984507,,,1.0,,,,,,,,,1.0,Very Low Use
984508,34.0,1.0,,,,,,,,,,,Low Use
984509,,,,,,,1.0,,,,,,Very Low Use
984510,,,,,,,,,,,,1.0,Very Low Use
984511,,,,,1.0,,,,,,,,Very Low Use
984513,,,,,1.0,,,,,,,,Very Low Use
984514,,,,,1.0,,,,,,,,Very Low Use
984515,,,,,1.0,,,,,,,,Very Low Use
984516,,,,,1.0,,,,,,,,Very Low Use
984517,,,,,1.0,,,,,,,,Very Low Use
984518,3.0,1.0,,,,,,,,,,1.0,Very Low Use
984519,,,,,,,,,,,,1.0,Very Low Use
984520,,,,,,,1.0,,,,,,Very Low Use
984521,,,,,,,1.0,,,,,,Very Low Use
984522,,,,,,,1.0,,,,,,Very Low Use
984523,,,,,,,1.0,,,,,,Very Low Use
984524,13.0,1.0,,,,,2.0,,,,,1.0,Very Low Use
984525,4.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
984526,87.0,2.0,,,,,,,,,,1.0,Medium Use
984527,,,,,,,2.0,,,,,2.0,Very Low Use
984528,,,,,,,,,,,,2.0,Very Low Use
984529,,,,,,,1.0,,,,,,Very Low Use
984530,,,,,,,1.0,,,,,,Very Low Use
984531,,,,,,,,,,,,1.0,Very Low Use
984532,,,,,,,,,,,,1.0,Very Low Use
984533,,,,,1.0,,,,,,,,Very Low Use
984534,,,,,,,,,,,,1.0,Very Low Use
984535,,,,,,,,,,,,1.0,Very Low Use
984536,,,1.0,,,,,,,,,,Very Low Use
984537,51.0,1.0,,,,,,,,,,,Low Use
984538,,,,,1.0,,,,,,,1.0,Very Low Use
984539,,,,,1.0,,,,,,,1.0,Very Low Use
984540,1.0,1.0,,,,,,,,,1.0,1.0,Very Low Use
984541,1.0,1.0,,,,,,,,,1.0,1.0,Very Low Use
984542,1.0,1.0,,,,,,,,,1.0,1.0,Very Low Use
984543,3.0,1.0,,,,,,,,,,,Very Low Use
984544,,,,,,,1.0,,,,,1.0,Very Low Use
984545,,,,,,,,,,,,1.0,Very Low Use
984546,,,,,,,,,,,,1.0,Very Low Use
984547,,,,,,,,,,,,1.0,Very Low Use
984548,,,,,,,,,,,,1.0,Very Low Use
984549,,,,,,,1.0,,,,,,Very Low Use
984550,,,,,,,1.0,,,,,1.0,Very Low Use
984551,,,,,,,1.0,,,,,1.0,Very Low Use
984552,,,,,,,,,,,,1.0,Very Low Use
984553,,,,,,,1.0,,,,,1.0,Very Low Use
984554,,,,,,,,,,,,1.0,Very Low Use
984555,,,,,,,,,,,,1.0,Very Low Use
984556,,,,,,,1.0,,,,,1.0,Very Low Use
984557,40.0,3.0,,,1.0,1.0,1.0,,,,1.0,1.0,Low Use
984558,,,1.0,,,,,,,,,1.0,Very Low Use
984559,,,,,,,,,,,,1.0,Very Low Use
984561,,,,,1.0,,,,,,,,Very Low Use
984564,,,,,,,,,,,,1.0,Very Low Use
984565,,,,,1.0,,,,,,,,Very Low Use
984566,,,,,,,,,,,,1.0,Very Low Use
984567,103.0,3.0,,,,,,,,,,3.0,Medium Use
984568,,,,,,,,,,,,1.0,Very Low Use
984569,,,,,,,,,,,,1.0,Very Low Use
984570,,,,,1.0,,,,,,,,Very Low Use
984572,25.0,1.0,,,,,,,,,,2.0,Very Low Use
984573,,,,,1.0,,,,,,,,Very Low Use
984574,106.0,4.0,,,,,,,,,,,Medium Use
