"personalid","projecttype_1_bednights","projecttype_1_count","projecttype_2_count","projecttype_3_count","projecttype_4_count","projecttype_6_count","projecttype_7_count","projecttype_8_count","projecttype_10_count","projecttype_12_count","projecttype_13_count","projecttype_14_count"
21491,20,2,2,,,,,,,,,1
21543,,,,,1,,,,,,,
21562,1,1,,,,,,,,,,
21568,,,,,1,,,,,,,
21581,,,,,,,,,,,,1
21594,57,57,,,,,,,,,,
21632,,,,,1,,,,,,,1
21668,,,,,,,,,,,,2
21670,,,,,,,,,,,,2
21718,,,,,,,1,,,,1,1
21734,7,1,,,,,,,,,,2
21742,,,,,1,,,,,,,1
21837,115,1,,,1,,2,,,,1,1
21840,115,1,,,1,,2,,,,1,1
21859,29,2,,,,,,,,,,2
21864,41,1,,,1,,,,,,,1
21875,,,,,,,1,,,,,
21881,1,1,,,,,,,,,,
21909,,,,,,,2,,,,,
21931,,,,,3,,,,,,,1
22000,13,12,,,,2,,,,,,
22027,8,2,2,,,,,,,,1,1
22043,12,12,,,1,,2,,,,,1
22117,30,30,,,,,,,,,,
22169,257,9,,,1,1,1,,,,,
22180,31,31,,1,,,,,,,,
22184,39,1,,,,,,,,,,1
22187,,,,,,,1,,,,1,
22275,,,,1,,,,,,,,
22281,119,1,,,,,,,,,,1
22375,,,,,,,1,,,,,1
22396,,,,,,,,,,,,1
22398,,,,,,,,,,,,1
22399,,,,,,,,,,,,1
22400,4,4,,,,,,,,,,
22544,,,,,1,,,,,,,1
22554,,,,,1,,,,,,,1
22618,11,11,,,,,1,,,,,
22765,,,,,,,1,,,,,
22781,,,,,,,1,,,,,
22803,83,12,,,,,,,,,,3
22871,,,,1,,,,,,,,
22883,2,2,,,,,,,,,,
22887,,,,,,,,,,,1,
22955,,,,,,1,,,,,,
22956,,,,,,,,,,,,1
23023,,,,,,,,,,,,1
23027,185,2,,,2,,2,,,,,
23034,,,,,1,,,,,,,
23044,158,2,,,,,,,,,,1
23136,,,,,,,3,,,,,
23137,,,,1,2,,,,,,,1
23270,5,2,,,,,,,,,,2
23325,,,1,,,,,,,,,1
23372,,,,,1,,1,,,,,1
23426,1,1,,,,,,,,,,
23438,,,,,,,,,,,,1
23472,6,6,,,1,,,,,,,
23487,1,1,,,,,,,,,,1
23500,146,10,,,,1,6,,,,,1
23525,,,,,,,,,,,1,1
23526,,,,,,,,,,,1,
23562,,,,,,,,,,,,1
23571,21,15,,,,2,1,,,,,1
23585,,,,,,,,,,1,,
23600,2,2,,1,2,,2,,,,,3
23605,,,,,,1,,,,,,
23638,11,11,,,,,,,,,,
23663,11,1,,,,,,,,,,
23664,,,,,,,1,,,,,
23678,,,,,1,,,,,,,1
23683,,,,,,,1,,,,,
23706,11,11,,1,,1,2,,,,,
23766,,,,,1,,,,,,,
23802,34,1,,,,,,,,,,1
23893,,,,,,,1,,,,,
23909,15,1,,,,1,,,,,,1
23917,,,,1,,,,,,,,1
23923,,,,,,,,,,,,1
23945,8,1,,,,,,,,,,1
23958,224,223,,,,1,,,,,,
23962,,,,,,,1,,,,,1
24028,6,6,,,,,,,,,,
24057,,,,,1,,1,,,,,1
24103,27,27,,,,,1,,,,,
24117,16,1,,,,,,,,,,1
24145,32,3,,,1,,,,,,,2
24161,,,,,2,,,,,,,
24173,,,,,,,,,,,,1
24195,,,,1,,,1,,,,,1
24239,,,,1,,,,,,,,
24322,,,,,,,1,,,,,
24331,6,6,,,,,,,,,,1
24338,,,,,1,,,,,,,1
24356,,,,,,,,,,,,1
24380,111,1,,,,,,,,,,1
24424,,,,,,,1,,,,,
24458,,,,,,1,,,,,,1
24482,1,1,,,,,,,,,,1
24506,,,,,,,1,,,,1,1
24561,14,13,,,,,1,,,,,
24563,,,,,,1,,,,,,
24571,2,2,,,,,,,,,,1
24575,7,7,,,1,,1,,,,,
24661,,,,,,,2,,,,,
24671,,,,,,,,,,1,,
24688,,,,1,1,,,,,,,1
24788,1,1,,,2,,,,,,,1
24808,,,,,,,,,,,1,2
24809,,,,,1,,,,,,,
24814,,,,,,,,,,,,1
24838,78,8,,,,,2,,,,,1
24876,,,,,,,,,,,,1
24981,,,1,,5,,,,,,1,
25078,,,,1,,,,,,,,
25084,18,3,,,1,,,,,,,
25108,158,39,,,,1,,,,,1,
25126,57,4,,,,,1,,,,,1
25133,,,,,,,2,,,,,
25135,,,,,1,,,,,,,
25201,,,,,,,,,,,,1
25252,,,,,,,1,,,,,
25338,8,4,,1,1,2,,,,,,
25393,,,,,,,,,,,,1
25397,,,,,1,,,,,,,
25425,54,38,,,,2,3,,,,,1
25428,,,,,1,,,,,,,
25435,76,1,,,,,1,,,,,1
25529,,,,,1,,,,,,,1
25577,,,,,,,,,,,,1
25578,7,1,1,,1,,,,,,,
25590,,,,,3,,1,,,,,1
25680,,,1,,,,,,,,,
25682,,,1,,,,,,,,,
25683,,,1,,,,,,,,,
25689,,,,,,,,,,,,1
25699,,,,,,,1,,,,,
25721,3,3,,,,,,,,,,
25736,,,,,,,1,,,,,
25756,,,,1,,,,,,,,
25813,,,,,1,,,,,,,1
25830,,,,,1,,,,,,1,
25840,94,3,,,,,1,,,,,3
25877,3,2,,,,,,,,,,
25886,,,,,1,,,,,,,
25896,25,2,,1,,1,,,,,,
25904,,,,,1,,,,,,,1
25932,9,1,,,,,,,,,,2
25963,64,1,,,,,,,,,,
25978,,,,,1,,,,,,,1
26084,,,,,,,,,,,,1
26101,,,,,,,1,,,,,
26102,,,,,1,,,,,,,
26152,97,97,,,,1,1,,,,,
26196,3,3,,,,,,,,,,1
26214,,,,,,,1,,,,,
26261,2,1,,,,,,,,,,1
26276,27,7,,,1,,1,,,,,1
26292,,,,,,,2,,,,,1
26315,47,2,,,1,,,,,,,1
26431,,,,1,,,,,,,,1
26481,,,,,,,,,,,,1
26511,,,,1,,,,,,,,
26516,,,,,,,1,,,,,
26529,,,,,1,,,,,,,1
26539,,,,,,,2,,,,,1
26551,,,,,1,,,,,,,1
26570,,,,,1,,,,,,,
26582,41,1,,,,,,,,,1,1
26584,,,,,,,,,,,1,
26585,62,1,,,,3,,,,,1,2
26586,121,1,,,,,,,,,1,1
26687,,,,,1,,1,,,,,
26690,9,1,,,,,1,,,,,
26695,,,,,,,1,,,,,1
26717,,,,,,,1,,,,,
26758,197,186,,1,,1,,,,,,
26807,32,2,,,,1,,,,,,1
26829,,,,,,,,,,,,1
26833,110,5,,1,1,1,2,,,,,1
26923,1,1,,,,,,,,,1,2
26984,96,19,,,,,1,,,,,1
26985,,,,,,,,,,,1,1
26986,,,,,,,,,,,,1
27006,70,3,,,,,1,,,,,
27025,,,,,,1,,,,,,
27080,,,,,,,3,,,,,
27083,,,,,,,1,,,,,
27100,13,3,,,,,,,,,,
27218,,,,,3,,1,,,,,1
27221,,,,,,,1,,,,,1
27270,,,,,,,,,,,,1
27273,,,,,,,,,,,,1
27274,,,,,,,,,,,,1
27292,,,,,,,1,,,,,
27324,,,,,,,,,,,,1
27348,152,11,,,,1,2,,,,1,
27406,121,1,,,1,,1,,,,,2
27423,,,,,1,,1,,,,,1
27431,120,1,,,,,,,,,,1
27455,15,2,,,,,,,,,,
27456,,,,1,1,,,,,,,1
27460,6,3,,,,,,,,,,
27475,,,,1,,,,,,,,
27493,23,4,,,,1,,,,,,1
27521,,,,,,,1,,,,,
27617,,,,,,,,,,,,1
27625,,,,,,,,,,,,1
27634,,,,,,,5,,,,,
27636,,,,,,,,,,,,1
27643,,,,,1,,,,,,,
27660,,,,,,,,,,,,1
27726,,,,,1,,,,,,,1
27731,,,,,1,,,,,,,
27737,,,,,,,,,,,,1
27928,,,,,,,1,,,,,
27952,,,,,,,1,,,,,
27987,,,,,1,,,,,,,
27998,,,,,,,1,,,,,1
28059,,,,1,,,,,,,,2
28097,,,,,,,,,,,,1
28102,5,1,,,1,1,,,,,,1
28126,,,,1,,,,,,,,
28141,,,,,,,1,,,,,
28149,124,5,,1,,,,,,,,
28216,179,5,,,,1,2,,,,,1
28229,40,7,,,,,2,,,,,
28232,16,1,1,,,,,,,,,1
28292,,,,1,,,,,,,,1
28469,7,1,,,,,1,,,,,4
28500,,,,,,,1,,,,,
28601,24,3,,,,,,,,,,1
28648,,,,1,,,,,,,,
28721,34,34,,,,,,,,,,
28724,,,,,,,1,,,,,
28729,3,3,,,,,,,,,,2
28750,,,,,,,1,,,,,1
28830,,,,,,,,,,,,1
28866,1,1,1,,1,,,,,,1,1
28883,,,,,2,,1,,,,,1
28900,24,3,,1,,,,,,,,1
28946,21,1,,1,,,,,,,,
28965,,,,,,,,,,,,1
29003,168,1,,,3,1,1,,,,,1
29097,,,,,,,,,,,,1
29100,,,,,,,,,,,,1
29103,,,,,,,,,,,,1
29136,,,,,,,,,,,1,
29138,,,,,,,,,,,1,
29139,,,,,,,,,,,1,
29211,,,,,1,,1,,,,,
29315,,,,,,,1,,,,,
29318,,,,,1,,,,,,,1
29365,30,16,,1,2,,,,,,,
29371,,,,,,,,,,,,1
29385,,,,,,,,,,,,1
29404,84,83,,,,,,,,,,
29425,,,,1,,,,,,,1,
29430,,,,,1,,,,,,,
29443,,,,,1,1,1,,,,,
29469,63,12,,,,,3,,,,,
29489,,,,,1,,,,,,,
29519,21,1,,,,,,,,,,
29583,,,,,1,,1,,,,,1
29587,,,,,1,,,,,,,
29641,3,3,,,,,,,,,,
29665,3,1,,,,,,,,,,
29666,3,1,,,,,1,,,,,
29694,,,,,3,,,,,,,1
29703,96,8,,1,,1,1,,,,,
29733,1,1,,,,,,,,,,
29749,9,1,,,,,1,,,,,1
29802,55,4,,,,1,3,,,,,2
29803,,,,,,,1,,,,,1
29816,,,,,1,,1,,,,,1
29841,,,,,1,,,,,,,1
29860,,,,,,,1,,,,,
29874,27,1,,,,,,,,,,
29955,,,,,,,1,,,,,
29956,,,,,,,1,,,,,
29967,11,1,,,,,,,,,,2
29968,11,1,,,,,,,,,,2
29969,,,,,,,,,,,,1
30000,,,,,3,,,,,,,1
30069,,,,,,,1,,,,,
30125,181,138,,,,,,,,,,
30137,7,2,,,1,,,,,,,1
30152,2,1,,,,,,,,,,
30279,1,1,,,,,,,,,,
30356,,,,,1,,,,,,,
30367,,,,,,,2,,,,,
30439,,,,,,,,,,,,1
30503,181,179,,1,,3,2,,,,,2
30646,72,1,,,,,,,,,,2
30659,72,1,,,,,,,,,,2
30686,,,,,,,,,,,,1
30687,,,1,,,,,,,,,
30732,,,,,1,,,,,,,
30814,32,2,,,1,,2,,,,,1
30817,3,1,,,1,,,,,,,2
30848,,,,,,,,,,,,1
30851,,,,,,,,,,,,1
30903,103,97,,,1,,1,,,,,
30919,,,,,2,,,,,,,1
30971,4,4,,,,,,,,,,
30986,96,4,,,,2,,,,,,3
30989,109,2,,,1,2,1,,,,1,2
31078,110,3,,,,,1,,,,,
31098,30,4,,,,,,,,,,
31140,20,4,,,1,,,,,,,
31150,,,,,1,,,,,,,1
31169,,,,,1,,,,,,,
31170,,,,,1,,,,,,,
31182,23,2,,,,,,,,,,
31223,,,,,,1,,,,,,
31252,74,3,,,,,2,,,,,2
31317,2,2,,,,,2,,,,,2
31392,,,,,,,,,,,,1
31413,3,3,,,,,1,,,,,1
31423,,,,,,,1,,,,,
31480,,,,,1,,1,,,,,1
31540,,,,,1,,,,,,,
31562,6,6,,,,,,,,,1,2
31573,,,,1,,1,,,,,,1
31622,,,,,2,,,,,,,1
31646,33,2,,,,,,,,,,1
31690,166,2,,,5,1,,,,,1,1
31740,1,1,,,1,,,,,,,1
31767,,,,,,,,,,,,1
31809,,,,,1,,,,,,,1
31829,153,2,,,2,,,,,,,1
31835,,,,,,,1,,,,,
31861,,,,,1,,,,,,,
31928,,,,1,,,,,,,,
31931,,,,,2,,,,,,,1
31939,,,,,1,,,,,,,1
31971,,,,,,,,,,,,1
31972,138,2,,,,,1,,,,1,1
31980,1,1,,,,,,,,,,1
31994,1,1,,,,,2,,,,,
32000,,,,,,,1,,,,1,1
32076,2,2,,1,,,,,,,1,
32085,1,1,,,1,,,,,,,3
32113,,,,,1,,,,,,,
32123,73,11,,,,,,,,,,1
32147,,,,,,,,,,,,2
32169,,,,,,,1,,,,,
32218,83,3,,,,,,,,,,2
32242,,,,,1,,,,,,,
32333,19,1,,,,,,,,,,1
32372,,,,,,,2,,,,,1
32379,17,1,,,,,,,,,,2
32392,,,,,,,1,,,,,
32429,,,,,,,1,,,,,
32438,226,225,,1,1,1,,,,,,1
32469,,,,,,,,,,,,1
32473,,,,,1,,,,,,,1
32541,,,,,,,,,,,,2
32574,1,1,,,,,,,,,,
32611,32,14,,,,1,,,,,,1
32626,,,,,3,,2,,,,,1
32673,,,,1,1,,,,,,,1
32678,112,1,,,,,,,,,,
32706,1,1,,,,,,,,,,
32730,,,,,,2,,,,,,
32736,28,1,,,,,,,,,,1
32762,62,1,,,1,,,,,,,
32764,,,,,,,1,,,,,
32785,82,2,,,,,1,,,,1,1
32816,,,,,,,,,,,,1
32859,,,,,,,,,,,1,1
33130,,,,,1,,,,,,,1
33201,,,,,1,,,,,,,
33267,,,,,1,,,,,,,
33291,,,,,1,,,,,,,
33350,,,,,,,2,,,,,
33384,180,5,,,,1,2,,,,,1
33389,12,1,,,,,,,,,,
33447,14,14,,,,,,,,,,
33502,62,1,,,,,,,,,,1
33534,,,,,1,,,,,,1,1
33578,,,,,,,1,,,,,1
33590,58,5,,,1,,3,,,,,2
33610,138,4,,,,,1,,,,,6
33618,45,45,,,,,,,,,,
33621,,,,,,,,,,,,4
33625,123,1,,,,,,,,,,2
33637,53,3,,,,2,1,,,,,2
33654,104,1,,,,,,,,,,1
33737,,,,,1,,1,,,,,
33883,,,,,,,1,,,,,
33974,1,1,,,,,,,,,,1
33976,1,1,,,,,,,,,,
33977,1,1,,,,,,,,,,
34040,,,,,2,,,,,,,2
34041,,,,,1,,1,,,,,2
34056,,,1,,,,,,,,,1
34081,,,,,1,,,,,,,1
34096,,,,,1,,,,,,,1
34101,,,,1,,,,,,,,
34122,,,,,,,,,,,,1
34143,,,,,,,1,,,,,
34225,,,,,1,,,,,,,
34229,,,,,,,1,,,,,
34255,2,2,,,,,1,,,,,
34322,32,2,,,,,,,,,,
34350,11,5,,,,,1,,,,1,2
34369,,,,,1,,4,,,,,
34377,36,36,,,,,,,,,,
34456,2,1,,,,,,,,,,2
34489,169,10,,,,2,3,,,,,
34502,,,,,,,,,,,,1
34535,16,4,,,1,1,1,,,,,1
34585,,,,1,1,1,,,,,,
34592,,,,1,,,,,,,,
34750,119,1,1,,1,,1,,,,,1
34796,,,,,,,,,,,,3
34859,,,,,,,1,,,,,
34929,,,,1,,,,,,,,
34944,,,,,,,,,,,,1
34954,209,2,,,,,2,,,,,3
34955,,,,,,,1,,,,1,1
34956,,,,,,,1,,,,,
34965,69,1,,,,,,,,,1,1
34966,69,1,,,,,,,,,1,1
34988,244,1,,1,,,,,,,,
34998,13,10,,,,,1,,,,,1
35051,23,1,,,,,,,,,,1
35063,,,,,1,,,,,,,
35090,,,,,,,2,,,,,
35092,,,,,,,,,,,,1
35094,2,1,,,1,,,,,,,1
35167,,,,,,,1,,,,,
35229,,,1,,1,,,,,,1,2
35271,,,,,,,,,,,,1
35290,,,,,1,1,,,,1,,
35308,172,2,,,,1,,,,,,1
35326,128,1,,1,,,,,,,,2
35341,,,,,1,,,,,,,
35342,65,5,,,,1,2,,,,,3
35423,21,21,,,1,,,,,,,
35459,,,,1,,,,,,,,
35477,,,,,1,,2,,,,,2
35497,,,,,,,,,,,,1
35501,,,,,1,,,,,,,1
35539,,,,,2,,,,,,,1
35550,172,8,,1,2,1,,,,,,1
35606,,,,,1,,,,,,,1
35634,,,,,,,,,,,,1
35635,126,30,,,1,2,,,,,1,
35729,,,,,,,1,,,,,
35731,,,,,1,,,,,,,
35745,,,,,,,,,,,,1
35751,216,9,,,,2,1,,,,1,4
35783,22,1,,,,,,,,,,1
35802,,,,,,,,,,,,1
35813,88,3,,,,,,,,,,1
35814,52,1,,,,,,,,,,1
35838,,,,,,,,,,,,1
35899,,,,,,,1,,,,,
35939,,,,,1,,1,,,,,1
35983,,,,,,,1,,,,,1
35990,,,,,,,,,,,,1
36198,17,1,,1,,,,,,,,2
36237,,,,,,1,,,,,,
36244,24,5,,,,,,,,,,
36274,,,,,,,,,,,,1
36286,73,1,,,,,,,,,,2
36331,,,,1,,,,,,,,
36351,1,1,,,1,,1,,,,,
36396,2,2,,,,,,,,,,1
36497,22,2,,,1,,,,,,,2
36544,,,,,,,,,,,,1
36566,47,1,,1,1,,1,,,,,2
36583,,,,,1,,,,,,,
36604,,,,,,,,,,,,1
36677,,,,,,,,,,,,1
36693,,,,,,,,,,,,2
36720,,,,,2,,1,,,,,1
36725,1,1,,,,,,,,,,
36739,109,81,,,,,,,,,,1
36746,3,3,,,,,1,,,,1,4
36787,52,1,,,,,1,,,,,1
36789,70,2,,,,,1,,,,,2
36854,95,1,,,1,,,,,,,2
36881,13,13,,,,,,,,,,
36884,134,2,,,,,1,,,,,2
36907,1,1,,,,,,,,,,1
36908,18,4,,,,,1,,,,,1
36938,,,,,,,1,,,,,
36962,1,1,,,,,,,,,,
36974,,,,,,,1,,,,,
36989,50,1,,,,,,,,,,
37040,94,3,,,,1,,,,,1,2
37116,38,4,,,,,1,,,,,1
37118,,,,,,,1,,,,,
37177,,,,,,,,,,,,1
37202,244,3,,,,,2,,,,,3
37219,,,,,,,,,,,,1
37233,,,,,2,1,,,,,,1
37263,,,,,,,,,,,,2
37283,,,,,1,,,,,,,
37289,3,3,,,,,,,,,,
37297,5,1,,,,,,,,,,
37322,,,,,,,1,,,,,
37329,,,,,1,,,,,,,1
37384,11,1,,,1,,,,,,,1
37389,1,1,,1,4,,1,,,,,1
37446,,,,,1,,,,,,,
37495,76,2,,,,,,,,,,
37541,,,,,,,,,,,,1
37551,,,,,,,3,,,,,
37566,,,,,,,,,,,,1
37585,10,5,,,,,1,,,,,1
37589,2,2,,,,,,,,,,
37590,,,,,,,1,,,,,1
37637,7,2,,,,,,,,,,1
37644,16,2,,,,,1,,,,,1
37682,,,,,,,1,,,,,
37704,104,1,,,,,,,,,1,1
37707,,,,,,,,,,,,1
37724,95,10,,,,1,2,,,,,2
37751,,,,,2,,,,,,,
37753,150,2,,,1,,,,,,2,2
37754,95,1,,,,,,,,,1,1
37796,,,,,,,1,,,,,1
37844,,,,,,,,,,,,1
37874,,,,1,,,,,,,,
37902,90,1,,,,,,,,,,1
37918,,,,,,,1,,,,,
37957,,,,,2,,,,,,,1
37975,,,,,2,,,,,,,
37977,53,43,,,,,,,,,,
37984,,,,,,,,,,,1,1
38003,1,1,,,,,,,,,,
38016,25,1,1,,1,,,,,,1,2
38037,,,,,,,,,,,,1
38039,,,,,,,,,,,,1
38040,,,,,,,,,,,,1
38097,,,,,1,,,,,,,
38139,349,206,,,1,,,,,,,
38159,23,1,,,,,1,,,,1,3
38172,,,,,,,,,,,1,
38228,,,,,,,1,,,,,1
38305,60,59,,,,,,,,,,
38315,120,1,,,,,,,,,,1
38320,,,,,,,2,,,,,
38351,,,,,1,,,,,,,
38368,,,,,,,1,,,,,
38462,,,,,,,,,,,,1
38516,,,,,,,1,,,,,
38546,1,1,,,,,,,,,,
38564,,,,1,,,,,,,,
38569,,,,,,,,,,,,2
38579,,,,,,,1,,,,,
38616,,,,,2,1,,,,,,1
38654,48,5,,,,1,,,,,1,1
38711,112,1,1,,1,,,,,,,
38712,112,1,1,,1,,,,,,,
38740,,,,,,,1,,,,,
38792,2,1,,,,,,,,,,
38817,34,3,,,,,2,,,,,2
38876,151,4,,1,1,3,,,,,,
38878,,,,,,,,,,,1,
38903,,,,,1,,1,,,,,1
38938,,,,,1,,,,,,1,1
38939,,,,,1,,1,,,,1,1
38944,,,,,,,2,,,,,
39009,1,1,,,,,,,,,,1
39026,12,1,,,,,,,,,,1
39063,,,,1,,,,,,,,
39128,,,,,1,2,,,,,,1
39173,238,227,,1,,1,,,,,,1
39201,,,,,,,2,,,,,
39235,,,,,,,1,,,,,
39269,6,1,,,,,,,,,,
39281,208,90,,,,1,,,,,,1
39344,55,1,,,,,,,,,1,
39346,55,1,,,,,,,,,1,
39347,55,1,,,,,,,,,1,
39348,1,1,,,,,,,,,1,1
39457,4,2,,,,,,,,,,
39516,19,1,,,,,,,,,,1
39526,43,1,,,,1,,,,,1,
39562,85,10,,,,,,,,,,
39594,,,,,1,,1,,,,,2
39598,15,1,,,,,,,,,,1
39604,2,2,,,,,,,,,,
39639,,,,,1,,,,,,,
39650,,,,,,,,,,,,2
39656,11,10,,,1,,2,,,,,2
39679,,,,,1,,,,,,,
39739,,,,1,,,,,,,,
39740,,,,1,,,,,,,,
39752,,,,,,,2,,,,,
39812,,,,,,,,,,,,1
39835,,,,,,,1,,,,,
39857,,,,,,,1,,,,,
39884,3,1,,,,,1,,,,,
39907,,,,,,1,,,,,1,
39920,4,1,,,1,,1,,,,,
39934,36,3,,,,1,1,,,,1,
39938,,,,,,,1,,,,,
39984,48,11,,,,,,,,,,
40033,25,1,,,,,,,,,,
40044,,,,,,,1,,,,,
40073,,,,,1,,1,,,,1,
40074,70,1,,1,,,,,,,,
40154,31,30,,,,,1,,,,,1
40294,,,,,,,,,,,,1
40326,,,,,,,1,,,,,1
40332,,,,,,,1,,,,,
40347,,,,,1,,,,,,,1
40409,3,1,,,,,,,,,,
40422,,,,,,,1,,,,,
40456,33,1,,,,,1,,,,,3
40459,,,,,,,1,,,,,
40505,,,,,2,,2,,,,,1
40529,,,,,,,1,,,,,
40605,17,1,,,,,,,,,,1
40662,1,1,,,,,,,,,,
40724,243,14,,,1,1,1,,,,,3
40729,8,1,1,,,,,,,,,1
40751,,,,,,,1,,,,,
40781,,,2,,,,,,,,1,1
40785,,,,,,,,,,,,1
40808,,,,1,,,,,,,,
40817,195,2,,,2,,1,,,,2,2
40863,,,,,,,2,,,,,1
40872,17,1,,,,,,,,,,1
40875,20,6,,,,,,,,,,1
40898,,,,,,,5,,,,,
40924,,,,1,,,,,,,,
40926,21,1,,,,,,,,,,1
40998,30,1,,,,,1,,,,,
41017,11,1,,,,,,,,,1,2
41024,33,3,,,1,1,,,,,,2
41031,,,,,,,,,,,,2
41035,13,4,,,1,3,,,,,,1
41070,,,,,1,,,,,,,1
41108,,,,,,,1,,,,1,
41112,69,1,,,,,,,,,1,1
41123,120,1,,,,,,,,,,2
41127,46,8,,,,1,2,,,,,
41128,14,1,,,,,,,,,,1
41131,,,1,,,1,1,,,,,
41235,1,1,,,,,1,,,,,1
41295,,,,,,,1,,,,,
41325,,,,1,,,,,,,,
41332,1,1,1,,,,,,,,1,1
41342,1,1,,,2,,,,,,,2
41364,,,,,1,,,,,,,
41366,,,,,1,,,,,,,
41379,112,1,,,,,,,,,1,1
41387,,,,,,1,,,,,1,
41391,3,3,,,1,1,,,,,,1
41423,,,,,,,1,,,,,
41457,183,12,,,,1,2,,,,,1
41503,,,,,,,,,,,,1
41504,,,,,,,,,,,,1
41509,,,,,,,,,,,,1
41512,,,,,,,,,,,,1
41527,,,,,,,1,,,,,
41646,167,2,,,,,,,,,,2
41669,111,110,,,,,,,,,,
41676,,,1,,,,,,,,,
41687,,,,,,1,,,,,,
41774,8,3,,,1,,1,,,,,
41776,1,1,,,1,,,,,,,2
41777,,,,1,,,,,,,,
41814,,,,,,,,,,,,1
41832,,,,,,,,,,,,2
41883,,,1,,,,,,,,,
41902,,,,,,,,,,,,2
41913,,,,,,,1,,,,,
41934,167,9,,1,3,3,2,,,,,1
42020,,,,,,,1,,,,,
42037,,,,1,,,,,,,,
42057,,,,,,,,,,,,1
42068,,,,,,,,,,,,2
42098,7,6,,,,,1,,,,1,2
42133,63,2,,,,,1,,,,1,1
42144,4,4,,,,,,,,,,
42181,390,223,,,,1,2,,,,,2
42192,,,,,1,,,,,,,
42241,11,1,,,,,,,,,,3
42247,,,,,,,,,,,,1
42269,,,,,,,1,,,,,1
42282,15,2,,,1,,2,,,,,1
42347,44,10,,,,,2,,,,,
42354,,,,,1,,,,,,,
42366,99,99,,,,,,,,,,
42380,11,1,,2,1,,,,,,,1
42415,,,,,1,,,,,,,1
42422,,,,,,,,,,,1,
42444,,,,,1,,1,,,,,
42488,100,1,,,1,,,,,,,1
42534,7,1,,1,,,,,,,,
42558,,,,,,,1,,,,,
42570,,,,,,,,,,,,1
42584,6,6,2,,7,,,,,,,1
42666,95,2,,,,,,,,,,1
42689,52,4,,,,,,,,,,1
42703,3,3,,,1,,,,,,,2
42715,,,,,,,,,,,,1
42716,,,,,1,,,,,,,3
42739,,,,,,,,,,,,1
42799,,,,,1,,,,,,,
42858,,,,,,,,,,,,2
42870,,,,,1,,,,,,,
42871,,,,,,,1,1,,,,1
42899,,,1,,1,,,,,,,2
42914,,,,1,,,,,,,,
42915,,,,,1,,1,,,,,
42916,,,,,,,,,,,,1
42929,,,,,,,,,,,,1
42947,,,,,,,,,,,1,1
42989,,,,,1,,,,,,,1
42992,,,,,,,,,,,,1
43016,59,1,,,,,1,,,,,
43038,,,,,,,1,,,,,
43055,,,,,,,1,,,,,
43073,82,3,,,,,4,,,,1,3
43076,1,1,,,,,,,,,,
43084,,,,,1,,,,,,,
43085,,,,,1,,,,,,,2
43086,,,,,1,,,,,,,2
43103,,,,,1,,,,,,,
43190,,,,,1,,,,,,,
43195,,,,,,,,,,,,1
43265,54,54,,,,,1,,,,1,1
43276,,,,,,,,,,,,1
43278,,,,,,,1,,,,,
43350,,,,1,,,,,,,,
43361,,,,,,,2,,,,,1
43401,123,1,,,,,,,,,1,3
43416,5,5,1,,,,1,,,,,
43428,,,,1,,,,,,,,
43432,84,10,,,,1,1,,,,,
43433,,,,,,,1,,,,,
43440,59,1,,,,,2,,,,,1
43509,15,9,,,,,3,,,,,2
43626,,,,,1,,,,,,,
43690,,,,,,1,,,,,,
43729,,,,,,,,,,,1,
43762,21,2,,,,,,,,,,1
43790,217,2,1,,3,,1,,,,,2
43792,,,,,,,1,,,,,
43814,,,,,1,,,,,,,
43894,27,3,,,,,,,,,,1
43927,,,,1,,,,,,,,
43942,,,,,,,,,,,,2
43961,96,4,,,,,,,,,,1
43983,20,20,,,,,1,,,,,2
43997,1,1,,,,,,,,,,
44054,,,,,1,,,,,,,
44253,,,,,,,2,,,,,
44309,,,,,1,,,,,,,
44318,1,1,,,,,,,,,,
44329,,,,1,,,,,,,,1
44420,112,1,1,,1,,,,,,,
44436,,,,,,,1,,,,,
44482,,,,,,,,,,,,2
44530,,,,,,,,,,,,1
44537,,,,,1,,,,,,,1
44547,,,,,,1,,,,,,
44580,,,,,2,,,,,,,
44587,,,,,1,,1,,,,,1
44590,,,,,,,,,,,,1
44698,5,1,2,,1,,,,,,1,2
44757,,,,,1,,,,,,,1
44769,,,,,,,1,,,,,1
44793,12,9,,,1,,1,,,,,
44797,33,1,,1,,,2,,,,,1
44833,138,85,,,,2,1,,,,,1
44859,131,1,,,,1,2,,,,,1
44864,155,1,,,,1,,,,,,
44899,44,1,,,,,,,,,,1
44927,,,,,,,,,,,,1
44932,,,,,,,,,,,,1
45022,,,,,,,,,,,,1
45058,31,13,,,1,,1,,,,,
45060,21,5,,,,,1,,,,,1
45159,,,,,,1,,,,,,
45160,,,,,1,,,,,,,
45198,2,2,,,,,,,,,,
45231,,,,,,,,,1,,1,
45296,8,1,,,,,2,,,,,2
45310,,,,1,,,,,,,,
45337,,,,,1,,,,,,,
45346,,,,,,,,,,,,1
45375,72,62,,,,,,,,,,
45401,,,,,,,,,,,,1
45436,6,3,,,,,,,,,,1
45509,,,,,,,,,,,,1
45569,,,,1,,,,,,,,
45586,,,,,2,,,,,,,
45602,,,,,,,1,,,,1,1
45665,68,1,,,,1,,,,,,2
45693,1,1,,,,,2,,,,,
45770,,,,,1,,,,,,,
